time,temperature,solar_radiation
2571,10.1,0.0
2572,10.1,0.0
2573,10.1,0.0
2574,10.1,2.7
2575,10.1,132.2
2576,10.1,239.1
2577,10.1,449.9
2578,10.1,698.6
2579,10.1,813.1
2580,10.1,873.0
2581,10.1,890.5
2582,10.1,839.4
2583,10.1,745.4
2584,10.1,447.0
2585,10.1,419.7
2586,10.1,202.5
2587,10.1,33.5
2588,10.1,0.5
2589,10.1,0.0
2590,10.1,0.0
2591,10.1,0.0
2592,16.2,0.0
2593,15.6,0.0
2594,14.7,0.0
2595,14.2,0.0
2596,13.6,0.0
2597,12.9,0.0
2598,12.3,0.6
2599,11.8,3.4
2600,11.5,23.4
2601,11.6,51.6
2602,11.6,91.7
2603,10.9,115.0
2604,9.6,89.9
2605,8.4,59.0
2606,7.2,50.8
2607,6.5,34.9
2608,6.1,47.6
2609,6.4,95.1
2610,6.8,46.6
2611,6.7,4.6
2612,6.4,0.6
2613,6.0,0.0
2614,5.8,0.0
2615,5.4,0.0
2616,5.1,0.0
2617,4.8,0.0
2618,4.1,0.0
2619,3.5,0.0
2620,3.0,0.0
2621,2.7,0.0
2622,2.0,0.4
2623,1.9,27.9
2624,2.1,72.6
2625,2.6,139.4
2626,3.9,256.7
2627,5.7,520.9
2628,7.3,544.0
2629,8.6,507.5
2630,9.7,455.3
2631,10.0,267.0
2632,10.3,200.4
2633,10.8,184.9
2634,10.8,114.3
2635,10.7,30.6
2636,10.1,0.9
2637,9.0,0.0
2638,8.5,0.0
2639,8.2,0.0
2640,8.1,0.0
2641,7.8,0.0
2642,7.6,0.0
2643,7.3,0.0
2644,7.2,0.0
2645,7.1,0.0
2646,7.0,0.2
2647,7.1,18.0
2648,7.4,88.6
2649,8.2,211.5
2650,10.2,687.6
2651,11.7,811.9
2652,13.5,969.2
2653,14.9,954.2
2654,15.8,850.8
2655,15.4,646.0
2656,14.7,635.3
2657,14.0,395.8
2658,12.9,229.3
2659,11.1,28.6
2660,10.1,2.3
2661,9.8,0.0
2662,9.7,0.0
2663,9.4,0.0
2664,9.4,0.0
2665,9.2,0.0
2666,9.2,0.0
2667,9.0,0.0
2668,8.8,0.0
2669,8.6,0.0
2670,8.7,0.5
2671,8.7,15.8
2672,9.0,77.3
2673,9.8,250.3
2674,11.0,566.1
2675,12.5,498.1
2676,13.7,812.1
2677,15.3,983.7
2678,16.1,921.0
2679,15.4,457.0
2680,14.8,325.5
2681,14.6,316.0
2682,13.9,162.4
2683,12.8,54.5
2684,11.7,2.3
2685,11.3,0.0
2686,10.7,0.0
2687,10.1,0.0
2688,9.8,0.0
2689,9.9,0.0
2690,9.0,0.0
2691,8.3,0.0
2692,7.8,0.0
2693,7.3,0.0
2694,7.1,4.6
2695,7.5,91.4
2696,8.8,226.7
2697,11.4,571.2
2698,13.2,738.8
2699,14.9,884.7
2700,16.0,917.8
2701,17.7,914.1
2702,18.9,857.2
2703,19.6,744.0
2704,20.0,594.6
2705,19.6,412.4
2706,18.2,221.5
2707,16.2,30.3
2708,15.0,1.8
2709,14.2,0.0
2710,13.1,0.0
2711,12.1,0.0
2712,11.7,0.0
2713,11.0,0.0
2714,10.6,0.0
2715,10.1,0.0
2716,9.5,0.0
2717,9.0,0.0
2718,8.4,5.5
2719,9.3,146.4
2720,11.0,361.7
2721,13.4,563.5
2722,15.7,740.3
2723,18.0,860.9
2724,20.2,939.4
2725,22.0,947.5
2726,23.0,911.4
2727,23.6,783.2
2728,23.6,642.0
2729,23.4,451.9
2730,22.6,235.7
2731,20.3,29.5
2732,17.7,1.8
2733,16.3,0.0
2734,15.3,0.0
2735,13.6,0.0
2736,12.9,0.0
2737,12.5,0.0
2738,12.1,0.0
2739,11.3,0.0
2740,10.9,0.0
2741,10.2,0.0
2742,9.5,4.5
2743,10.0,175.2
2744,11.8,383.8
2745,14.1,579.9
2746,16.4,746.4
2747,18.5,862.4
2748,20.8,928.6
2749,22.6,928.8
2750,24.6,862.5
2751,25.7,751.0
2752,25.9,595.3
2753,26.2,413.9
2754,25.0,221.4
2755,22.7,39.4
2756,19.7,3.1
2757,17.7,0.0
2758,17.2,0.0
2759,15.7,0.0
2760,15.1,0.0
2761,14.8,0.0
2762,13.9,0.0
2763,14.3,0.0
2764,13.9,0.0
2765,13.8,0.0
2766,13.6,5.0
2767,13.7,49.8
2768,15.0,246.7
2769,17.1,525.7
2770,18.6,554.3
2771,18.8,255.6
2772,20.9,597.1
2773,22.9,715.7
2774,22.9,297.1
2775,21.3,287.5
2776,21.1,340.4
2777,21.5,411.9
2778,20.8,234.4
2779,19.2,50.0
2780,17.9,1.9
2781,17.5,0.0
2782,16.8,0.0
2783,16.1,0.0
2784,14.7,0.0
2785,13.8,0.0
2786,13.4,0.0
2787,13.3,0.0
2788,13.1,0.0
2789,12.6,0.0
2790,12.3,2.0
2791,12.3,36.3
2792,12.8,167.4
2793,12.2,204.1
2794,12.5,498.1
2795,12.8,520.8
2796,13.7,539.6
2797,14.0,738.8
2798,14.9,778.7
2799,14.2,670.8
2800,11.9,209.9
2801,10.8,127.0
2802,10.1,47.9
2803,8.5,7.7
2804,7.1,0.4
2805,6.2,0.0
2806,5.6,0.0
2807,5.3,0.0
2808,4.8,0.0
2809,4.6,0.0
2810,4.6,0.0
2811,4.6,0.0
2812,4.7,0.0
2813,4.7,0.0
2814,4.8,2.0
2815,4.8,20.2
2816,5.7,177.5
2817,7.0,228.9
2818,8.0,368.8
2819,10.1,727.2
2820,11.7,753.1
2821,13.1,732.7
2822,14.1,809.0
2823,13.9,634.2
2824,12.6,363.2
2825,11.7,227.9
2826,10.3,118.9
2827,9.4,22.8
2828,8.8,1.4
2829,8.5,0.0
2830,8.4,0.0
2831,8.6,0.0
2832,8.5,0.0
2833,8.4,0.0
2834,8.2,0.0
2835,8.0,0.0
2836,7.9,0.0
2837,7.8,0.0
2838,7.6,3.7
2839,8.1,36.4
2840,8.4,85.4
2841,9.2,86.0
2842,9.8,101.0
2843,10.4,144.1
2844,10.1,119.0
2845,10.9,233.3
2846,11.3,153.5
2847,11.8,87.4
2848,12.1,104.5
2849,13.0,156.3
2850,12.7,75.2
2851,12.2,24.9
2852,12.2,2.3
2853,11.8,0.0
2854,12.4,0.0
2855,12.0,0.0
2856,11.8,0.0
2857,12.1,0.0
2858,11.5,0.0
2859,10.7,0.0
2860,9.9,0.0
2861,9.6,0.0
2862,9.7,7.6
2863,9.8,53.6
2864,10.4,156.5
2865,12.3,452.5
2866,14.1,669.7
2867,15.3,576.7
2868,15.8,511.2
2869,16.1,522.4
2870,17.5,647.7
2871,18.4,631.2
2872,19.4,598.5
2873,20.4,362.1
2874,19.5,189.0
2875,16.8,39.3
2876,15.6,4.9
2877,14.4,0.0
2878,14.0,0.0
2879,14.0,0.0
2880,13.7,0.0
2881,13.8,0.0
2882,14.2,0.0
2883,13.9,0.0
2884,13.3,0.0
2885,13.3,0.0
2886,12.3,11.6
2887,12.6,97.7
2888,13.1,133.9
2889,15.6,422.4
2890,17.4,522.3
2891,19.5,804.6
2892,21.4,693.3
2893,23.6,960.0
2894,24.2,681.7
2895,23.1,410.2
2896,23.4,493.6
2897,21.0,376.7
2898,19.7,208.2
2899,18.1,50.9
2900,16.4,4.4
2901,15.3,0.0
2902,14.1,0.0
2903,13.3,0.0
2904,12.8,0.0
2905,12.4,0.0
2906,12.4,0.0
2907,12.5,0.0
2908,12.3,0.0
2909,11.8,0.0
2910,11.1,12.4
2911,12.0,158.8
2912,13.2,367.2
2913,15.5,571.8
2914,17.3,738.2
2915,19.3,850.5
2916,21.2,904.3
2917,22.7,914.1
2918,23.8,867.8
2919,24.6,773.0
2920,23.4,484.5
2921,19.7,51.8
2922,16.3,50.4
2923,16.5,91.2
2924,14.7,7.2
2925,13.0,0.0
2926,12.6,0.0
2927,12.2,0.0
2928,11.6,0.0
2929,11.3,0.0
2930,11.0,0.0
2931,10.6,0.0
2932,10.0,0.0
2933,9.4,0.0
2934,9.4,22.6
2935,10.4,115.1
2936,10.3,9.0
2937,10.9,344.2
2938,11.5,91.4
2939,11.4,118.7
2940,12.2,467.7
2941,13.7,557.1
2942,14.8,549.2
2943,16.2,657.1
2944,15.5,355.2
2945,14.8,208.6
2946,14.7,140.0
2947,13.7,49.7
2948,12.4,4.2
2949,11.6,0.0
2950,11.4,0.0
2951,11.0,0.0
2952,10.8,0.0
2953,10.5,0.0
2954,10.3,0.0
2955,9.7,0.0
2956,9.1,0.0
2957,8.4,0.0
2958,8.5,9.5
2959,9.0,36.8
2960,10.5,367.7
2961,12.6,549.0
2962,14.1,677.0
2963,14.7,702.5
2964,16.4,889.2
2965,18.0,833.2
2966,18.3,629.9
2967,19.0,643.0
2968,19.0,576.4
2969,19.1,464.2
2970,17.8,213.7
2971,15.9,39.4
2972,14.6,5.4
2973,13.6,0.0
2974,12.5,0.0
2975,11.9,0.0
2976,11.4,0.0
2977,11.2,0.0
2978,10.8,0.0
2979,10.2,0.0
2980,9.6,0.0
2981,8.6,0.0
2982,8.9,19.3
2983,9.4,184.4
2984,10.8,275.2
2985,13.2,571.5
2986,14.5,507.8
2987,16.4,750.3
2988,18.4,886.6
2989,20.2,979.7
2990,21.4,783.5
2991,21.7,762.5
2992,20.7,425.0
2993,20.4,399.1
2994,19.5,213.8
2995,18.5,74.0
2996,17.8,15.8
2997,17.0,0.0
2998,16.2,0.0
2999,15.3,0.0
3000,14.7,0.0
3001,14.7,0.0
3002,14.0,0.0
3003,13.6,0.0
3004,13.3,0.0
3005,13.1,0.0
3006,12.8,1.8
3007,12.4,7.7
3008,12.4,61.8
3009,13.0,193.5
3010,13.7,230.0
3011,14.7,382.1
3012,15.7,520.9
3013,16.5,599.3
3014,16.9,612.7
3015,17.0,297.2
3016,17.1,279.9
3017,16.4,178.8
3018,15.9,134.1
3019,15.5,54.9
3020,15.0,7.7
3021,14.5,0.0
3022,14.2,0.0
3023,13.3,0.0
3024,12.5,0.0
3025,12.4,0.0
3026,11.8,0.0
3027,11.0,0.0
3028,10.6,0.0
3029,10.5,0.0
3030,10.0,21.4
3031,10.8,201.3
3032,12.7,408.3
3033,14.3,543.8
3034,16.0,620.1
3035,17.2,716.5
3036,17.9,570.4
3037,18.6,468.5
3038,19.9,749.9
3039,21.9,817.2
3040,21.9,548.5
3041,21.3,329.5
3042,21.3,332.3
3043,20.0,67.7
3044,18.2,5.8
3045,16.9,0.0
3046,14.7,0.0
3047,13.9,0.0
3048,13.0,0.0
3049,12.5,0.0
3050,11.7,0.0
3051,11.3,0.0
3052,10.5,0.0
3053,10.1,0.0
3054,9.8,20.1
3055,10.6,237.9
3056,12.5,446.7
3057,14.8,627.5
3058,17.2,791.7
3059,19.5,904.0
3060,21.5,961.4
3061,23.0,960.0
3062,24.2,884.7
3063,24.6,722.2
3064,24.5,574.2
3065,23.0,288.2
3066,22.1,197.2
3067,20.9,57.0
3068,20.7,6.3
3069,19.6,0.0
3070,18.7,0.0
3071,17.8,0.0
3072,17.6,0.0
3073,17.3,0.0
3074,16.3,0.0
3075,15.0,0.0
3076,14.4,0.0
3077,13.5,0.1
3078,13.3,6.8
3079,13.8,79.7
3080,14.7,191.2
3081,16.5,505.8
3082,18.4,686.8
3083,19.4,507.2
3084,21.2,868.5
3085,21.8,808.1
3086,20.9,513.8
3087,20.1,308.0
3088,20.5,340.1
3089,18.8,142.6
3090,18.0,78.6
3091,17.5,30.0
3092,15.8,0.6
3093,15.2,0.0
3094,14.3,0.0
3095,13.9,0.0
3096,13.6,0.0
3097,13.2,0.0
3098,13.0,0.0
3099,13.0,0.0
3100,12.9,0.0
3101,12.5,0.0
3102,12.1,4.1
3103,11.7,16.9
3104,11.3,62.5
3105,12.1,226.8
3106,14.4,533.0
3107,15.6,529.7
3108,15.7,442.5
3109,15.8,637.0
3110,16.8,997.0
3111,16.5,671.8
3112,15.6,363.6
3113,14.8,370.5
3114,13.7,170.8
3115,13.1,81.0
3116,12.2,18.2
3117,11.9,0.0
3118,11.5,0.0
3119,11.1,0.0
3120,10.9,0.0
3121,10.9,0.0
3122,11.0,0.0
3123,10.9,0.0
3124,10.8,0.0
3125,10.4,0.0
3126,10.0,18.7
3127,10.7,104.9
3128,11.2,204.4
3129,12.2,313.9
3130,14.8,948.1
3131,16.8,1150.7
3132,17.3,1090.9
3133,17.8,1037.5
3134,18.2,936.3
3135,18.1,813.4
3136,17.7,680.4
3137,16.3,333.4
3138,15.0,191.1
3139,13.9,71.2
3140,13.1,8.7
3141,12.7,0.0
3142,12.5,0.0
3143,12.0,0.0
3144,11.0,0.0
3145,9.5,0.0
3146,8.9,0.0
3147,8.7,0.0
3148,9.0,0.0
3149,9.1,0.0
3150,9.1,18.6
3151,9.8,120.4
3152,10.6,245.4
3153,11.9,481.0
3154,13.7,512.1
3155,13.5,332.4
3156,13.5,315.8
3157,15.2,855.7
3158,16.4,838.3
3159,15.8,742.9
3160,15.5,624.9
3161,15.2,442.6
3162,14.3,318.4
3163,12.1,50.5
3164,10.8,7.3
3165,10.2,0.0
3166,9.3,0.0
3167,8.7,0.0
3168,8.1,0.0
3169,7.2,0.0
3170,7.1,0.0
3171,7.6,0.0
3172,7.9,0.0
3173,7.9,0.1
3174,8.2,12.0
3175,8.7,67.8
3176,9.0,116.9
3177,9.9,271.5
3178,11.7,486.6
3179,13.2,520.8
3180,15.0,739.0
3181,16.4,863.2
3182,17.6,813.4
3183,18.7,681.5
3184,19.5,665.1
3185,19.5,333.3
3186,19.1,273.4
3187,17.6,99.6
3188,16.1,19.9
3189,14.8,0.0
3190,13.4,0.0
3191,12.7,0.0
3192,12.0,0.0
3193,11.9,0.0
3194,11.6,0.0
3195,11.0,0.0
3196,10.5,0.0
3197,9.9,0.0
3198,9.7,31.4
3199,10.7,253.7
3200,12.9,461.5
3201,14.8,641.7
3202,16.8,797.1
3203,18.3,909.3
3204,20.1,967.2
3205,21.6,971.3
3206,22.9,917.6
3207,23.4,823.0
3208,24.1,631.9
3209,23.2,283.0
3210,20.3,95.7
3211,19.9,83.1
3212,18.8,10.6
3213,16.9,0.0
3214,15.3,0.0
3215,14.4,0.0
3216,14.1,0.0
3217,13.3,0.0
3218,14.1,0.0
3219,14.3,0.0
3220,14.5,0.0
3221,13.8,0.0
3222,13.2,28.0
3223,14.9,179.7
3224,17.2,395.0
3225,18.0,377.9
3226,19.1,473.5
3227,20.1,511.5
3228,21.1,617.2
3229,20.5,397.3
3230,20.8,453.0
3231,19.9,239.0
3232,19.5,290.2
3233,19.4,238.2
3234,18.7,175.0
3235,17.6,71.9
3236,16.0,16.3
3237,14.5,0.0
3238,13.1,0.0
3239,13.3,0.0
3240,13.1,0.0
3241,13.5,0.0
3242,13.5,0.0
3243,13.8,0.0
3244,13.5,0.0
3245,12.7,0.0
3246,12.9,9.1
3247,13.5,61.7
3248,13.4,156.5
3249,13.1,145.1
3250,12.8,172.3
3251,13.9,290.1
3252,14.7,266.6
3253,14.9,271.8
3254,15.3,285.3
3255,16.4,419.4
3256,18.1,657.4
3257,17.9,308.4
3258,17.8,259.4
3259,15.5,68.4
3260,12.9,13.0
3261,11.8,0.0
3262,11.2,0.0
3263,10.9,0.0
3264,10.5,0.0
3265,10.1,0.0
3266,9.9,0.0
3267,9.4,0.0
3268,8.6,0.0
3269,8.2,0.0
3270,7.8,2.7
3271,7.6,26.9
3272,7.8,110.6
3273,8.1,108.3
3274,8.1,112.3
3275,8.5,220.4
3276,9.9,636.4
3277,11.0,547.4
3278,9.9,280.2
3279,9.6,210.4
3280,9.3,135.9
3281,9.0,86.1
3282,8.9,60.9
3283,8.9,29.6
3284,8.6,1.4
3285,8.4,0.0
3286,8.3,0.0
3287,8.2,0.0
3288,8.3,0.0
3289,8.1,0.0
3290,8.1,0.0
3291,7.9,0.0
3292,7.3,0.0
3293,6.6,0.0
3294,6.7,39.3
3295,8.1,274.7
3296,10.2,481.4
3297,12.1,662.1
3298,14.4,801.5
3299,15.7,483.1
3300,16.4,399.5
3301,18.8,892.8
3302,20.7,799.9
3303,21.2,869.1
3304,20.4,619.7
3305,19.0,367.4
3306,18.5,314.4
3307,16.7,71.6
3308,15.7,16.7
3309,15.0,0.0
3310,14.2,0.0
3311,13.7,0.0
3312,12.3,0.0
3313,11.3,0.0
3314,10.7,0.0
3315,9.5,0.0
3316,8.1,0.0
3317,7.2,0.0
3318,6.7,2.9
3319,6.4,14.4
3320,6.2,26.2
3321,6.4,157.1
3322,8.1,480.1
3323,10.5,858.0
3324,12.7,1015.4
3325,14.6,1012.0
3326,16.0,696.5
3327,14.3,393.6
3328,15.9,687.5
3329,15.3,329.8
3330,13.6,254.8
3331,12.7,82.0
3332,11.8,13.4
3333,11.0,0.0
3334,10.6,0.0
3335,9.7,0.0
3336,9.6,0.0
3337,9.3,0.0
3338,8.7,0.0
3339,8.5,0.0
3340,8.4,0.0
3341,7.9,0.1
3342,7.4,25.5
3343,8.9,227.5
3344,10.0,256.6
3345,10.5,292.9
3346,11.8,443.1
3347,12.9,623.1
3348,14.5,677.8
3349,16.0,810.0
3350,16.9,736.9
3351,16.5,543.2
3352,15.9,287.9
3353,16.2,332.6
3354,15.7,189.1
3355,14.3,91.7
3356,13.5,27.3
3357,12.9,0.0
3358,12.7,0.0
3359,11.8,0.0
3360,11.1,0.0
3361,10.8,0.0
3362,10.5,0.0
3363,10.5,0.0
3364,10.2,0.0
3365,9.9,0.0
3366,9.7,10.4
3367,9.9,57.9
3368,10.4,118.1
3369,11.2,173.0
3370,11.7,215.3
3371,12.1,218.3
3372,13.0,301.2
3373,13.8,360.6
3374,14.4,401.7
3375,15.4,544.9
3376,15.4,352.7
3377,15.0,316.1
3378,15.2,228.4
3379,14.5,88.8
3380,12.9,13.7
3381,12.0,0.0
3382,10.9,0.0
3383,10.6,0.0
3384,10.4,0.0
3385,9.9,0.0
3386,9.5,0.0
3387,9.3,0.0
3388,9.0,0.0
3389,8.7,0.2
3390,8.9,4.8
3391,9.1,24.0
3392,9.6,63.7
3393,10.3,147.0
3394,11.5,257.0
3395,12.9,592.0
3396,13.7,556.3
3397,15.8,1035.0
3398,14.6,331.1
3399,14.1,350.6
3400,15.3,587.6
3401,15.5,390.0
3402,14.3,204.4
3403,12.5,91.5
3404,11.8,20.8
3405,11.0,0.1
3406,10.3,0.0
3407,9.4,0.0
3408,8.7,0.0
3409,8.2,0.0
3410,7.8,0.0
3411,7.4,0.0
3412,6.7,0.0
3413,5.9,0.4
3414,6.2,27.4
3415,7.8,92.1
3416,9.4,328.8
3417,11.4,687.7
3418,13.0,789.5
3419,14.0,929.6
3420,14.8,930.0
3421,15.7,851.0
3422,17.3,1015.2
3423,17.1,582.2
3424,16.2,326.0
3425,14.5,250.9
3426,11.1,100.7
3427,7.7,64.2
3428,7.5,8.8
3429,7.8,0.0
3430,7.4,0.0
3431,7.4,0.0
3432,6.5,0.0
3433,6.1,0.0
3434,5.5,0.0
3435,5.7,0.0
3436,5.6,0.0
3437,5.8,0.4
3438,5.6,28.2
3439,4.8,85.9
3440,5.3,348.4
3441,7.9,691.7
3442,9.2,849.7
3443,11.4,1061.8
3444,12.3,1092.8
3445,12.6,934.1
3446,12.1,651.5
3447,13.1,872.1
3448,13.3,737.8
3449,11.5,182.6
3450,10.9,142.7
3451,9.7,62.7
3452,8.8,12.9
3453,8.4,0.2
3454,7.3,0.0
3455,6.7,0.0
3456,6.1,0.0
3457,5.8,0.0
3458,5.2,0.0
3459,5.0,0.0
3460,5.2,0.0
3461,5.2,0.3
3462,5.2,37.4
3463,5.6,94.6
3464,6.4,216.6
3465,7.3,320.1
3466,8.6,499.2
3467,10.9,927.2
3468,11.0,579.6
3469,12.1,546.6
3470,12.6,672.9
3471,12.1,566.4
3472,11.5,484.8
3473,11.2,279.6
3474,10.4,206.2
3475,8.8,105.3
3476,8.3,30.6
3477,8.0,0.1
3478,7.6,0.0
3479,7.0,0.0
3480,6.6,0.0
3481,6.9,0.0
3482,6.8,0.0
3483,6.6,0.0
3484,6.3,0.0
3485,6.0,1.0
3486,6.0,45.1
3487,6.7,115.6
3488,7.9,202.6
3489,9.1,264.6
3490,10.1,531.9
3491,11.5,889.9
3492,13.5,1013.4
3493,14.7,1060.8
3494,14.9,958.9
3495,15.0,899.6
3496,14.3,460.7
3497,13.8,311.0
3498,12.6,160.7
3499,11.3,74.1
3500,10.1,18.5
3501,9.4,0.0
3502,8.9,0.0
3503,8.7,0.0
3504,8.5,0.0
3505,7.8,0.0
3506,6.6,0.0
3507,5.9,0.0
3508,5.5,0.0
3509,5.2,0.1
3510,5.0,51.4
3511,6.5,278.9
3512,8.6,481.1
3513,10.9,658.7
3514,13.1,812.6
3515,14.9,935.1
3516,17.1,983.9
3517,18.7,994.8
3518,19.7,928.3
3519,20.4,831.6
3520,21.2,683.7
3521,21.3,511.4
3522,20.2,272.5
3523,17.8,56.7
3524,16.3,20.5
3525,14.6,0.2
3526,14.2,0.0
3527,13.6,0.0
3528,13.5,0.0
3529,13.2,0.0
3530,12.0,0.0
3531,11.6,0.0
3532,11.5,0.0
3533,11.3,0.1
3534,11.4,35.4
3535,12.6,237.7
3536,14.0,333.3
3537,16.2,692.5
3538,17.7,639.3
3539,19.5,864.2
3540,20.8,823.9
3541,22.3,765.2
3542,22.5,546.7
3543,19.4,180.4
3544,17.9,315.1
3545,16.9,243.7
3546,16.1,148.1
3547,13.7,81.7
3548,11.5,4.7
3549,10.3,0.0
3550,9.2,0.0
3551,8.0,0.0
3552,6.9,0.0
3553,6.3,0.0
3554,5.9,0.0
3555,5.7,0.0
3556,5.6,0.0
3557,5.6,0.2
3558,5.5,8.5
3559,5.7,89.2
3560,6.4,134.7
3561,7.2,265.3
3562,8.4,319.7
3563,9.1,359.1
3564,10.1,597.5
3565,11.7,810.2
3566,12.4,614.4
3567,12.8,484.9
3568,12.5,354.7
3569,12.0,282.7
3570,10.9,217.6
3571,10.9,126.2
3572,10.1,38.6
3573,9.3,0.5
3574,8.3,0.0
3575,7.3,0.0
3576,7.2,0.0
3577,6.9,0.0
3578,6.7,0.0
3579,6.3,0.0
3580,6.3,0.0
3581,6.2,0.1
3582,6.7,14.4
3583,7.6,110.7
3584,9.4,449.2
3585,10.0,413.3
3586,10.9,419.0
3587,11.4,420.8
3588,12.6,424.7
3589,14.4,524.6
3590,15.8,587.9
3591,16.0,507.1
3592,16.1,407.6
3593,15.9,283.4
3594,15.2,151.7
3595,14.3,104.5
3596,12.7,18.8
3597,11.8,0.2
3598,11.4,0.0
3599,11.0,0.0
3600,10.7,0.0
3601,9.7,0.0
3602,9.3,0.0
3603,9.1,0.0
3604,8.8,0.0
3605,8.7,0.3
3606,9.0,17.2
3607,9.3,50.8
3608,9.5,89.6
3609,10.1,157.8
3610,10.8,221.1
3611,12.2,357.2
3612,13.1,411.2
3613,13.4,319.3
3614,12.3,210.9
3615,12.5,282.0
3616,12.8,357.9
3617,11.8,197.3
3618,11.4,91.2
3619,11.0,48.4
3620,10.4,4.0
3621,9.6,0.0
3622,9.2,0.0
3623,9.1,0.0
3624,9.0,0.0
3625,9.1,0.0
3626,8.9,0.0
3627,8.8,0.0
3628,8.7,0.0
3629,9.1,0.1
3630,9.2,4.2
3631,9.8,53.8
3632,10.1,70.2
3633,11.3,225.1
3634,12.0,231.8
3635,12.4,262.8
3636,12.5,252.9
3637,12.3,128.5
3638,11.9,80.6
3639,11.7,83.4
3640,12.0,188.3
3641,12.4,147.0
3642,12.4,92.8
3643,12.3,47.9
3644,12.0,12.9
3645,12.1,0.2
3646,11.8,0.0
3647,11.5,0.0
3648,11.3,0.0
3649,10.6,0.0
3650,10.6,0.0
3651,10.4,0.0
3652,9.9,0.0
3653,10.0,0.2
3654,10.7,41.9
3655,11.5,147.8
3656,12.7,301.1
3657,14.2,553.4
3658,15.8,780.5
3659,16.7,907.3
3660,18.1,972.9
3661,20.0,1023.0
3662,21.1,1005.2
3663,20.9,709.6
3664,21.9,733.4
3665,21.0,566.2
3666,20.2,338.0
3667,18.2,85.0
3668,16.5,17.6
3669,15.3,0.5
3670,13.9,0.0
3671,13.2,0.0
3672,11.7,0.0
3673,10.9,0.0
3674,10.5,0.0
3675,10.1,0.0
3676,9.6,0.0
3677,9.0,0.2
3678,9.1,33.9
3679,10.0,126.1
3680,11.3,298.6
3681,13.0,490.6
3682,15.1,843.8
3683,16.6,940.3
3684,18.6,1039.4
3685,19.8,1003.1
3686,20.5,949.5
3687,21.2,844.3
3688,21.6,699.4
3689,20.9,492.8
3690,19.7,301.9
3691,17.8,96.5
3692,16.0,17.6
3693,14.7,0.3
3694,13.8,0.0
3695,12.5,0.0
3696,11.1,0.0
3697,11.0,0.0
3698,9.9,0.0
3699,9.3,0.0
3700,9.0,0.0
3701,8.1,0.6
3702,8.1,48.8
3703,9.4,244.1
3704,11.4,482.6
3705,13.0,535.1
3706,14.9,809.9
3707,16.9,929.7
3708,18.0,984.1
3709,18.7,986.4
3710,18.9,898.9
3711,19.0,639.2
3712,18.2,286.6
3713,18.3,324.2
3714,19.0,278.7
3715,17.9,61.4
3716,17.1,23.8
3717,15.7,0.4
3718,14.5,0.0
3719,13.8,0.0
3720,13.4,0.0
3721,12.9,0.0
3722,12.2,0.0
3723,11.4,0.0
3724,11.1,0.0
3725,10.6,0.9
3726,10.6,59.0
3727,12.1,277.8
3728,14.1,475.2
3729,16.4,658.5
3730,18.4,821.0
3731,20.3,856.6
3732,22.0,1012.1
3733,23.8,992.3
3734,24.8,999.0
3735,25.9,935.8
3736,25.9,600.5
3737,24.7,321.6
3738,25.2,385.6
3739,23.9,106.8
3740,21.4,19.0
3741,19.4,0.1
3742,18.3,0.0
3743,17.0,0.0
3744,16.2,0.0
3745,15.1,0.0
3746,14.7,0.0
3747,13.8,0.0
3748,12.8,0.0
3749,12.7,1.2
3750,12.6,62.2
3751,13.8,282.8
3752,16.1,486.0
3753,18.4,667.7
3754,20.4,834.2
3755,22.1,945.5
3756,23.3,1003.1
3757,25.0,1005.9
3758,26.5,961.6
3759,27.2,853.5
3760,27.6,726.5
3761,27.2,496.3
3762,25.4,156.1
3763,23.4,46.0
3764,22.6,21.6
3765,20.7,0.3
3766,18.9,0.0
3767,17.9,0.0
3768,17.3,0.0
3769,16.2,0.0
3770,15.7,0.0
3771,14.9,0.0
3772,14.5,0.0
3773,13.8,1.1
3774,13.3,53.0
3775,14.6,279.4
3776,16.8,473.7
3777,19.2,664.1
3778,21.3,827.0
3779,22.8,944.9
3780,24.4,1001.1
3781,26.0,1003.5
3782,27.3,963.2
3783,27.9,874.0
3784,28.5,670.3
3785,26.7,227.8
3786,27.1,305.4
3787,25.1,58.8
3788,22.7,19.2
3789,20.8,0.3
3790,19.7,0.0
3791,18.4,0.0
3792,17.9,0.0
3793,16.9,0.0
3794,16.2,0.0
3795,15.3,0.0
3796,14.5,0.0
3797,13.9,1.0
3798,13.7,66.8
3799,15.0,269.4
3800,17.3,476.2
3801,19.2,651.9
3802,21.6,804.5
3803,23.9,848.5
3804,25.1,622.6
3805,25.9,792.7
3806,27.3,850.4
3807,26.3,318.7
3808,24.8,326.9
3809,26.1,364.8
3810,24.9,170.4
3811,23.3,90.2
3812,22.6,25.0
3813,20.7,0.4
3814,18.7,0.0
3815,17.7,0.0
3816,17.2,0.0
3817,16.3,0.0
3818,15.4,0.0
3819,14.6,0.0
3820,14.4,0.0
3821,14.0,1.0
3822,13.3,24.8
3823,14.2,116.9
3824,14.7,142.3
3825,15.3,81.6
3826,15.5,362.5
3827,17.6,663.1
3828,17.2,241.9
3829,17.4,354.1
3830,19.1,568.2
3831,19.9,374.7
3832,19.2,128.2
3833,18.6,193.7
3834,18.9,218.1
3835,18.3,143.1
3836,15.2,32.2
3837,14.4,1.0
3838,14.2,0.0
3839,14.2,0.0
