time,temperature,solar_radiation
1311,0.9,227.6
1312,0.0,111.1
1313,-1.0,28.1
1314,-1.7,0.5
1315,-2.2,0.0
1316,-2.5,0.0
1317,-2.6,0.0
1318,-2.8,0.0
1319,-3.4,0.0
1320,-4.3,0.0
1321,-4.5,0.0
1322,-4.7,0.0
1323,-5.1,0.0
1324,-5.3,0.0
1325,-5.6,0.0
1326,-5.8,0.0
1327,-5.9,7.7
1328,-5.1,134.1
1329,-3.8,337.5
1330,-2.2,484.9
1331,-0.6,570.7
1332,1.1,594.7
1333,2.5,558.9
1334,3.1,461.3
1335,2.9,243.6
1336,2.0,125.4
1337,0.7,42.4
1338,-0.3,0.4
1339,-1.0,0.0
1340,-1.3,0.0
1341,-1.8,0.0
1342,-2.3,0.0
1343,-2.4,0.0
1344,-2.7,0.0
1345,-2.5,0.0
1346,-2.6,0.0
1347,-2.8,0.0
1348,-3.0,0.0
1349,-3.4,0.0
1350,-3.9,0.0
1351,-3.9,7.5
1352,-3.2,179.9
1353,-1.0,405.5
1354,1.0,545.2
1355,3.3,628.2
1356,5.2,643.0
1357,6.8,603.0
1358,7.5,501.1
1359,7.0,355.5
1360,4.6,180.0
1361,2.0,33.8
1362,0.2,0.1
1363,-0.6,0.0
1364,-1.2,0.0
1365,-1.5,0.0
1366,-2.1,0.0
1367,-2.3,0.0
1368,-2.6,0.0
1369,-2.9,0.0
1370,-3.3,0.0
1371,-3.4,0.0
1372,-3.7,0.0
1373,-4.1,0.0
1374,-4.2,0.0
1375,-4.3,9.6
1376,-3.5,173.5
1377,-1.5,403.9
1378,0.5,525.8
1379,2.2,609.1
1380,3.6,637.4
1381,4.6,586.8
1382,5.9,488.0
1383,6.4,339.1
1384,5.5,175.7
1385,3.7,39.2
1386,2.2,0.5
1387,1.4,0.0
1388,0.4,0.0
1389,-0.4,0.0
1390,-0.6,0.0
1391,-0.7,0.0
1392,-1.2,0.0
1393,-1.5,0.0
1394,-1.8,0.0
1395,-2.2,0.0
1396,-2.3,0.0
1397,-2.7,0.0
1398,-3.0,0.0
1399,-2.9,9.8
1400,-1.9,170.4
1401,-0.2,376.0
1402,1.9,513.7
1403,3.1,602.7
1404,4.4,614.6
1405,6.3,574.0
1406,7.6,478.1
1407,8.1,348.3
1408,7.6,170.6
1409,6.0,28.5
1410,4.3,0.1
1411,2.8,0.0
1412,1.8,0.0
1413,1.3,0.0
1414,1.2,0.0
1415,1.0,0.0
1416,0.5,0.0
1417,0.4,0.0
1418,0.0,0.0
1419,-0.1,0.0
1420,-0.5,0.0
1421,-0.7,0.0
1422,-0.8,0.0
1423,-0.8,11.2
1424,0.2,206.9
1425,2.7,429.7
1426,4.9,567.1
1427,7.0,640.7
1428,8.7,660.1
1429,9.6,622.1
1430,9.7,511.3
1431,8.8,351.4
1432,7.2,175.7
1433,5.2,45.4
1434,3.3,0.9
1435,2.1,0.0
1436,0.9,0.0
1437,0.2,0.0
1438,-0.2,0.0
1439,-0.5,0.0
1440,-0.8,0.0
1441,-1.1,0.0
1442,-1.3,0.0
1443,-1.6,0.0
1444,-2.0,0.0
1445,-2.1,0.0
1446,-1.3,0.0
1447,-1.2,4.6
1448,-0.9,38.5
1449,-0.3,132.9
1450,1.4,550.6
1451,3.2,617.4
1452,5.0,642.2
1453,6.4,610.4
1454,7.7,502.2
1455,8.4,348.2
1456,7.2,176.8
1457,4.9,45.6
1458,3.0,0.8
1459,2.0,0.0
1460,0.7,0.0
1461,0.4,0.0
1462,-0.1,0.0
1463,-0.1,0.0
1464,-0.6,0.0
1465,-0.5,0.0
1466,-0.8,0.0
1467,-1.2,0.0
1468,-1.4,0.0
1469,-1.7,0.0
1470,-1.6,0.0
1471,-1.7,13.5
1472,-0.5,212.2
1473,1.9,435.0
1474,3.9,570.0
1475,6.6,644.8
1476,8.6,666.7
1477,10.1,625.3
1478,11.0,516.0
1479,10.8,371.5
1480,9.5,199.6
1481,7.1,43.9
1482,5.0,1.2
1483,3.4,0.0
1484,2.3,0.0
1485,1.5,0.0
1486,1.2,0.0
1487,0.9,0.0
1488,0.7,0.0
1489,0.5,0.0
1490,0.3,0.0
1491,0.2,0.0
1492,0.0,0.0
1493,-0.1,0.0
1494,-0.1,0.0
1495,0.2,10.9
1496,1.3,237.5
1497,3.9,453.6
1498,6.8,590.9
1499,9.5,671.4
1500,12.6,689.3
1501,14.8,647.4
1502,16.8,541.8
1503,18.0,388.6
1504,17.3,216.2
1505,15.3,52.5
1506,13.4,0.8
1507,11.9,0.0
1508,9.4,0.0
1509,7.8,0.0
1510,7.3,0.0
1511,6.9,0.0
1512,6.3,0.0
1513,5.7,0.0
1514,5.2,0.0
1515,4.8,0.0
1516,4.9,0.0
1517,4.5,0.0
1518,4.4,0.0
1519,4.9,18.1
1520,6.0,72.5
1521,7.8,204.4
1522,11.7,605.0
1523,13.8,681.1
1524,13.9,332.3
1525,14.1,337.7
1526,13.3,171.8
1527,12.5,103.2
1528,11.8,93.7
1529,11.1,35.0
1530,10.3,1.1
1531,9.7,0.0
1532,9.0,0.0
1533,8.2,0.0
1534,7.6,0.0
1535,6.8,0.0
1536,6.1,0.0
1537,5.7,0.0
1538,6.2,0.0
1539,6.7,0.0
1540,6.6,0.0
1541,6.5,0.0
1542,6.9,0.0
1543,6.8,13.9
1544,7.7,80.4
1545,9.2,160.4
1546,10.4,199.7
1547,11.8,304.4
1548,13.7,386.9
1549,14.8,310.3
1550,15.2,260.9
1551,14.7,175.8
1552,14.1,124.0
1553,13.4,42.7
1554,12.7,2.0
1555,11.9,0.0
1556,10.8,0.0
1557,9.6,0.0
1558,9.1,0.0
1559,8.7,0.0
1560,8.4,0.0
1561,8.4,0.0
1562,8.4,0.0
1563,7.9,0.0
1564,8.0,0.0
1565,8.2,0.0
1566,8.4,0.0
1567,8.8,11.5
1568,9.2,81.4
1569,9.6,163.7
1570,11.9,323.6
1571,13.9,321.9
1572,14.9,303.1
1573,15.3,257.1
1574,14.9,292.3
1575,15.2,314.6
1576,14.3,121.5
1577,14.0,58.5
1578,11.7,1.5
1579,10.7,0.0
1580,9.5,0.0
1581,8.5,0.0
1582,8.2,0.0
1583,7.6,0.0
1584,7.7,0.0
1585,7.3,0.0
1586,6.0,0.0
1587,6.2,0.0
1588,6.4,0.0
1589,5.8,0.0
1590,6.4,0.1
1591,6.9,53.4
1592,8.2,106.3
1593,9.1,100.4
1594,9.0,138.8
1595,9.6,158.1
1596,10.8,160.2
1597,10.4,168.6
1598,11.1,175.5
1599,11.1,143.5
1600,10.2,74.3
1601,9.2,21.3
1602,8.7,0.5
1603,8.2,0.0
1604,7.6,0.0
1605,7.2,0.0
1606,6.5,0.0
1607,6.6,0.0
1608,6.9,0.0
1609,6.6,0.0
1610,6.4,0.0
1611,6.1,0.0
1612,5.8,0.0
1613,5.3,0.0
1614,5.4,0.2
1615,5.4,16.1
1616,6.1,35.1
1617,6.6,133.2
1618,8.0,293.7
1619,9.4,436.0
1620,10.7,416.6
1621,11.7,385.5
1622,12.0,254.6
1623,11.7,164.8
1624,11.5,172.3
1625,11.4,108.7
1626,10.0,3.9
1627,8.7,0.0
1628,7.4,0.0
1629,6.4,0.0
1630,5.7,0.0
1631,5.1,0.0
1632,4.3,0.0
1633,4.0,0.0
1634,3.9,0.0
1635,3.2,0.0
1636,2.7,0.0
1637,2.2,0.0
1638,2.3,0.1
1639,2.2,19.6
1640,3.7,315.2
1641,5.9,495.3
1642,8.3,613.1
1643,10.5,684.7
1644,12.4,690.2
1645,14.0,552.5
1646,14.4,376.3
1647,15.4,396.1
1648,14.8,227.8
1649,13.4,78.6
1650,12.0,4.0
1651,10.5,0.0
1652,8.8,0.0
1653,8.2,0.0
1654,8.6,0.0
1655,7.9,0.0
1656,6.6,0.0
1657,6.2,0.0
1658,5.8,0.0
1659,5.6,0.0
1660,5.7,0.0
1661,5.5,0.0
1662,5.1,0.7
1663,5.4,46.6
1664,6.4,149.8
1665,5.5,39.4
1666,5.7,182.3
1667,7.1,384.0
1668,8.9,538.7
1669,11.2,684.3
1670,12.5,604.3
1671,13.3,432.4
1672,13.2,181.8
1673,11.7,57.9
1674,10.1,3.0
1675,8.4,0.0
1676,7.4,0.0
1677,7.1,0.0
1678,6.5,0.0
1679,6.1,0.0
1680,5.8,0.0
1681,5.2,0.0
1682,5.0,0.0
1683,4.5,0.0
1684,4.0,0.0
1685,3.6,0.0
1686,3.4,0.6
1687,3.7,71.1
1688,5.2,193.7
1689,6.4,257.7
1690,8.9,569.4
1691,11.2,661.7
1692,12.5,528.5
1693,14.3,661.8
1694,15.0,570.4
1695,15.0,364.5
1696,14.2,226.0
1697,12.4,71.0
1698,10.6,3.2
1699,9.2,0.0
1700,7.7,0.0
1701,6.5,0.0
1702,6.2,0.0
1703,5.9,0.0
1704,4.7,0.0
1705,3.8,0.0
1706,3.7,0.0
1707,2.9,0.0
1708,2.7,0.0
1709,2.7,0.0
1710,3.4,0.3
1711,3.8,14.5
1712,4.0,43.5
1713,4.6,156.9
1714,5.2,295.6
1715,5.9,383.0
1716,5.8,377.9
1717,5.0,346.4
1718,4.8,332.0
1719,4.4,262.0
1720,3.7,134.0
1721,2.8,53.2
1722,2.3,3.3
1723,2.0,0.0
1724,1.7,0.0
1725,1.5,0.0
1726,1.2,0.0
1727,0.9,0.0
1728,0.5,0.0
1729,0.1,0.0
1730,0.0,0.0
1731,-0.1,0.0
1732,-0.3,0.0
1733,-0.4,0.0
1734,-0.6,0.5
1735,-0.9,30.7
1736,0.1,318.4
1737,1.1,537.0
1738,2.4,665.8
1739,3.1,531.1
1740,3.8,705.2
1741,4.4,609.9
1742,3.8,329.0
1743,4.4,457.4
1744,2.9,214.1
1745,1.7,90.9
1746,0.9,5.0
1747,0.4,0.0
1748,-0.0,0.0
1749,-0.5,0.0
1750,-0.9,0.0
1751,-1.2,0.0
1752,-1.5,0.0
1753,-1.6,0.0
1754,-2.1,0.0
1755,-2.3,0.0
1756,-2.6,0.0
1757,-2.8,0.0
1758,-2.9,1.9
1759,-2.8,69.4
1760,-1.1,313.6
1761,0.6,545.3
1762,1.4,643.1
1763,2.3,746.9
1764,3.4,755.5
1765,4.4,705.5
1766,4.4,603.3
1767,4.6,449.3
1768,4.7,270.7
1769,3.5,83.8
1770,1.9,4.7
1771,0.9,0.0
1772,0.4,0.0
1773,-0.4,0.0
1774,-1.4,0.0
1775,-1.8,0.0
1776,-2.3,0.0
1777,-2.7,0.0
1778,-3.0,0.0
1779,-3.4,0.0
1780,-3.6,0.0
1781,-4.0,0.0
1782,-4.2,1.5
1783,-4.0,77.4
1784,-1.7,366.8
1785,0.1,545.6
1786,2.3,679.8
1787,4.5,740.4
1788,6.8,741.6
1789,9.1,716.6
1790,10.7,623.5
1791,11.6,387.7
1792,10.5,175.0
1793,9.0,64.8
1794,7.7,7.8
1795,7.1,0.0
1796,6.6,0.0
1797,6.3,0.0
1798,6.1,0.0
1799,5.9,0.0
1800,5.4,0.0
1801,4.8,0.0
1802,3.6,0.0
1803,2.6,0.0
1804,2.3,0.0
1805,1.8,0.0
1806,1.7,0.9
1807,1.9,14.2
1808,2.6,134.2
1809,3.9,137.3
1810,4.5,165.6
1811,5.6,231.8
1812,6.7,196.2
1813,7.4,138.2
1814,8.1,206.9
1815,8.4,133.3
1816,8.3,60.1
1817,8.0,28.2
1818,7.5,1.0
1819,7.0,0.0
1820,6.0,0.0
1821,5.3,0.0
1822,5.2,0.0
1823,5.4,0.0
1824,5.1,0.0
1825,5.1,0.0
1826,5.1,0.0
1827,4.3,0.0
1828,2.9,0.0
1829,2.4,0.0
1830,1.6,0.1
1831,1.1,5.5
1832,1.0,43.7
1833,1.2,76.1
1834,1.7,132.6
1835,2.9,339.4
1836,4.9,538.4
1837,6.2,374.6
1838,5.4,182.7
1839,4.2,154.6
1840,4.1,137.3
1841,4.0,48.0
1842,3.9,7.8
1843,3.6,0.0
1844,3.2,0.0
1845,3.1,0.0
1846,1.8,0.0
1847,1.6,0.0
1848,1.5,0.0
1849,1.2,0.0
1850,0.9,0.0
1851,1.4,0.0
1852,1.6,0.0
1853,1.9,0.0
1854,1.9,2.8
1855,2.1,49.9
1856,3.1,220.0
1857,4.0,414.0
1858,5.9,646.5
1859,7.5,799.1
1860,9.4,796.5
1861,10.7,741.5
1862,11.3,637.5
1863,11.7,473.1
1864,11.2,234.7
1865,9.9,78.5
1866,8.8,11.0
1867,7.0,0.0
1868,6.1,0.0
1869,5.4,0.0
1870,4.9,0.0
1871,4.5,0.0
1872,4.3,0.0
1873,4.2,0.0
1874,4.1,0.0
1875,4.0,0.0
1876,3.6,0.0
1877,3.6,0.0
1878,3.6,3.8
1879,3.4,55.5
1880,5.1,275.6
1881,7.1,365.8
1882,8.3,277.8
1883,8.4,246.2
1884,7.8,252.9
1885,7.8,307.1
1886,8.9,376.3
1887,9.8,464.9
1888,9.2,243.9
1889,8.8,97.3
1890,7.7,11.5
1891,7.1,0.0
1892,4.8,0.0
1893,2.6,0.0
1894,2.6,0.0
1895,1.7,0.0
1896,1.6,0.0
1897,1.7,0.0
1898,1.7,0.0
1899,1.9,0.0
1900,2.1,0.0
1901,2.2,0.0
1902,2.0,4.4
1903,2.5,65.0
1904,3.7,233.9
1905,5.3,577.6
1906,6.7,701.3
1907,8.4,747.8
1908,9.8,723.4
1909,10.5,553.7
1910,10.8,362.4
1911,10.7,295.6
1912,10.6,237.4
1913,9.8,96.1
1914,8.5,12.4
1915,7.7,0.0
1916,7.0,0.0
1917,6.7,0.0
1918,6.2,0.0
1919,6.0,0.0
1920,5.8,0.0
1921,5.9,0.0
1922,5.7,0.0
1923,4.9,0.0
1924,4.2,0.0
1925,3.6,0.0
1926,3.1,3.0
1927,3.3,73.6
1928,5.6,393.0
1929,7.7,577.2
1930,9.8,703.8
1931,12.0,741.6
1932,14.3,745.8
1933,15.8,566.7
1934,16.3,486.8
1935,16.2,308.3
1936,14.6,240.7
1937,13.8,102.7
1938,12.2,11.5
1939,10.2,0.0
1940,9.3,0.0
1941,8.7,0.0
1942,8.6,0.0
1943,9.0,0.0
1944,8.7,0.0
1945,7.7,0.0
1946,6.4,0.0
1947,5.6,0.0
1948,5.2,0.0
1949,5.6,0.0
1950,5.9,4.6
1951,6.1,69.2
1952,7.1,125.4
1953,7.9,187.9
1954,9.0,353.2
1955,12.1,496.1
1956,12.8,350.7
1957,12.6,404.7
1958,12.9,368.9
1959,12.6,240.0
1960,11.9,151.6
1961,11.2,95.5
1962,10.2,8.6
1963,9.5,0.0
1964,9.1,0.0
1965,8.6,0.0
1966,8.5,0.0
1967,8.2,0.0
1968,7.8,0.0
1969,7.6,0.0
1970,7.2,0.0
1971,7.0,0.0
1972,7.4,0.0
1973,6.9,0.0
1974,6.8,5.1
1975,6.2,73.1
1976,6.7,233.0
1977,8.4,402.7
1978,9.3,386.4
1979,9.7,346.3
1980,10.3,427.2
1981,9.4,214.4
1982,8.2,203.0
1983,7.5,120.5
1984,6.9,60.2
1985,6.3,24.2
1986,5.7,2.4
1987,5.2,0.0
1988,4.8,0.0
1989,4.3,0.0
1990,4.1,0.0
1991,3.9,0.1
1992,3.9,0.0
1993,3.8,0.0
1994,3.5,0.0
1995,3.3,0.0
1996,3.1,0.1
1997,2.9,0.0
1998,3.0,2.8
1999,2.9,16.1
2000,3.0,50.9
2001,3.1,103.5
2002,3.2,187.7
2003,4.2,226.9
2004,5.1,260.1
2005,5.0,202.0
2006,4.7,160.6
2007,5.0,152.8
2008,4.8,71.9
2009,4.7,43.9
2010,4.3,4.9
2011,3.9,0.2
2012,3.5,0.0
2013,3.3,0.0
2014,3.2,0.0
2015,3.2,0.0
2016,3.0,0.0
2017,2.9,0.0
2018,2.7,0.0
2019,2.6,0.0
2020,2.4,0.0
2021,2.2,0.0
2022,2.2,1.8
2023,2.0,16.8
2024,1.9,44.8
2025,2.5,123.1
2026,3.4,240.5
2027,4.7,408.0
2028,5.4,409.2
2029,6.9,555.5
2030,6.9,426.3
2031,7.1,274.5
2032,6.8,208.2
2033,5.7,113.1
2034,4.4,16.0
2035,3.6,0.0
2036,3.1,0.0
2037,2.6,0.0
2038,2.2,0.0
2039,2.1,0.0
2040,2.4,0.0
2041,2.3,0.0
2042,2.3,0.0
2043,2.5,0.0
2044,2.4,0.0
2045,2.5,0.0
2046,2.4,5.6
2047,2.4,109.3
2048,3.7,386.4
2049,5.2,584.2
2050,6.9,714.1
2051,8.6,797.1
2052,10.4,818.5
2053,11.6,751.8
2054,11.7,649.9
2055,10.9,491.7
2056,9.8,306.1
2057,8.5,110.1
2058,7.2,6.9
2059,6.2,0.0
2060,5.0,0.0
2061,4.1,0.0
2062,3.6,0.0
2063,3.6,0.0
2064,3.6,0.0
2065,3.6,0.0
2066,3.6,0.0
2067,3.8,0.0
2068,3.9,0.0
2069,4.0,0.0
2070,4.3,9.5
2071,5.1,54.5
2072,6.4,144.4
2073,7.7,169.9
2074,8.0,182.7
2075,7.8,83.4
2076,5.8,59.2
2077,5.2,77.5
2078,4.5,65.6
2079,4.3,38.1
2080,3.9,19.9
2081,3.4,8.0
2082,2.7,1.2
2083,2.4,0.0
2084,2.4,0.0
2085,2.5,0.0
2086,2.6,0.0
2087,2.7,0.0
2088,2.7,0.0
2089,2.6,0.0
2090,2.5,0.0
2091,2.6,0.1
2092,2.7,0.1
2093,3.1,0.0
2094,3.3,2.2
2095,3.7,82.0
2096,4.5,204.4
2097,5.1,188.6
2098,5.7,170.4
2099,5.8,98.4
2100,6.4,184.4
2101,6.0,95.5
2102,5.2,127.5
2103,5.3,177.2
2104,5.3,136.4
2105,5.3,75.3
2106,4.8,11.9
2107,4.4,0.0
2108,4.1,0.0
2109,4.1,0.0
2110,4.2,0.0
2111,3.8,0.0
2112,3.3,0.0
2113,3.5,0.0
2114,3.6,0.0
2115,3.8,0.0
2116,3.8,0.0
2117,4.1,0.0
2118,4.1,3.4
2119,4.2,20.4
2120,4.4,39.9
2121,4.6,51.7
2122,4.8,80.7
2123,5.6,202.2
2124,6.7,291.5
2125,7.2,310.2
2126,7.7,248.6
2127,7.9,204.3
2128,8.1,160.7
2129,8.2,108.3
2130,7.6,33.0
2131,6.8,0.0
2132,6.7,0.0
2133,6.4,0.0
2134,5.3,0.0
2135,5.1,0.0
2136,5.1,0.0
2137,5.1,0.0
2138,5.1,0.0
2139,5.1,0.0
2140,5.3,0.0
2141,4.4,0.0
2142,3.7,0.0
2143,2.9,15.0
2144,3.3,68.6
2145,4.0,114.0
2146,5.1,386.3
2147,6.6,801.5
2148,7.9,845.7
2149,8.6,854.4
2150,9.5,794.0
2151,10.1,690.8
2152,10.1,526.3
2153,9.0,332.6
2154,7.6,130.6
2155,5.8,12.5
2156,4.8,0.0
2157,4.1,0.0
2158,3.5,0.0
2159,2.7,0.0
2160,1.9,0.0
2161,1.5,0.0
2162,1.4,0.0
2163,1.3,0.0
2164,0.8,0.0
2165,0.5,0.0
2166,0.2,0.0
2167,-0.2,26.0
2168,0.8,116.6
2169,3.1,465.6
2170,4.8,646.5
2171,6.6,777.2
2172,8.9,831.5
2173,10.8,847.7
2174,12.9,792.6
2175,14.1,688.3
2176,14.8,518.0
2177,12.6,314.9
2178,10.0,137.9
2179,8.4,26.3
2180,7.3,0.0
2181,6.1,0.0
2182,5.4,0.0
2183,4.3,0.0
2184,4.3,0.0
2185,4.4,0.0
2186,4.5,0.0
2187,3.9,0.0
2188,3.3,0.0
2189,2.7,0.0
2190,2.8,0.0
2191,2.4,22.3
2192,3.2,150.0
2193,5.2,403.0
2194,7.3,471.1
2195,9.2,720.1
2196,11.1,741.5
2197,12.7,705.6
2198,13.8,671.5
2199,13.5,646.1
2200,13.6,531.4
2201,12.3,247.1
2202,10.8,87.2
2203,9.9,15.9
2204,9.6,0.0
2205,8.6,0.0
2206,7.9,0.0
2207,7.3,0.0
2208,6.6,0.0
2209,5.8,0.0
2210,5.1,0.0
2211,4.3,0.0
2212,4.5,0.0
2213,4.7,0.0
2214,4.6,0.0
2215,4.4,6.2
2216,4.4,20.8
2217,4.4,46.4
2218,4.9,96.1
2219,6.0,351.8
2220,8.2,764.8
2221,9.9,783.8
2222,11.8,758.3
2223,12.6,681.9
2224,12.1,336.0
2225,11.8,264.9
2226,10.4,88.7
2227,9.5,17.9
2228,8.5,0.0
2229,7.4,0.0
2230,5.9,0.0
2231,5.6,0.0
2232,5.0,0.0
2233,4.4,0.0
2234,4.2,0.0
2235,3.6,0.0
2236,3.3,0.0
2237,3.1,0.0
2238,2.9,0.0
2239,2.8,44.1
2240,3.9,134.9
2241,5.5,244.4
2242,7.8,491.0
2243,10.2,429.8
2244,11.9,422.7
2245,13.9,490.1
2246,15.7,568.4
2247,16.5,466.3
2248,13.8,266.8
2249,12.1,176.3
2250,12.1,110.1
2251,11.4,35.7
2252,10.3,0.0
2253,9.1,0.0
2254,8.1,0.0
2255,7.4,0.0
2256,7.1,0.0
2257,6.9,0.0
2258,6.6,0.0
2259,6.7,0.0
2260,6.1,0.0
2261,5.7,0.0
2262,5.3,0.0
2263,5.0,23.8
2264,5.5,137.7
2265,6.8,320.4
2266,8.0,391.3
2267,9.3,377.8
2268,10.0,293.0
2269,10.3,299.9
2270,12.1,489.3
2271,12.5,253.0
2272,12.5,260.0
2273,12.5,274.6
2274,11.5,133.4
2275,10.4,32.3
2276,9.3,0.1
2277,8.6,0.0
2278,8.0,0.0
2279,7.7,0.0
2280,7.5,0.0
2281,7.4,0.0
2282,7.2,0.0
2283,7.2,0.0
2284,7.1,0.0
2285,6.9,0.0
2286,6.8,0.1
2287,6.6,4.1
2288,6.5,48.4
2289,7.0,169.0
2290,8.4,485.3
2291,10.0,675.7
2292,11.3,770.2
2293,12.5,800.7
2294,13.5,752.3
2295,14.2,668.5
2296,13.8,423.3
2297,13.0,297.3
2298,12.1,122.9
2299,11.0,28.5
2300,10.2,0.0
2301,9.4,0.0
2302,8.5,0.0
2303,7.8,0.0
2304,6.9,0.0
2305,6.6,0.0
2306,6.4,0.0
2307,6.1,0.0
2308,5.7,0.0
2309,5.2,0.0
2310,4.9,0.1
2311,4.6,16.4
2312,4.7,110.1
2313,5.5,240.5
2314,6.9,480.2
2315,7.3,382.0
2316,9.0,763.9
2317,10.6,818.5
2318,12.3,784.9
2319,13.5,683.7
2320,13.1,518.1
2321,11.9,329.7
2322,10.4,141.4
2323,8.5,19.8
2324,7.5,0.0
2325,6.6,0.0
2326,5.7,0.0
2327,5.6,0.0
2328,4.7,0.0
2329,4.4,0.0
2330,4.3,0.0
2331,4.3,0.0
2332,4.1,0.0
2333,3.8,0.0
2334,3.7,0.0
2335,3.7,18.9
2336,4.2,136.1
2337,5.5,272.5
2338,5.3,121.0
2339,6.6,174.1
2340,7.6,218.0
2341,9.6,329.1
2342,11.2,366.9
2343,9.8,148.8
2344,8.1,189.8
2345,7.4,148.1
2346,6.8,92.4
2347,6.0,17.8
2348,5.6,0.5
2349,4.6,0.0
2350,4.1,0.0
2351,4.3,0.0
2352,4.5,0.0
2353,4.3,0.0
2354,4.5,0.0
2355,4.3,0.0
2356,4.2,0.0
2357,3.4,0.0
2358,2.8,0.3
2359,3.3,28.0
2360,4.4,60.8
2361,5.1,141.7
2362,5.7,115.6
2363,5.8,49.9
2364,5.5,65.1
2365,4.9,52.4
2366,4.3,55.6
2367,3.9,227.6
2368,6.0,469.6
2369,7.4,362.0
2370,7.7,132.1
2371,7.5,36.9
2372,7.1,0.2
2373,6.7,0.0
2374,6.5,0.0
2375,6.0,0.0
2376,5.5,0.0
2377,4.9,0.0
2378,4.7,0.0
2379,4.8,0.0
2380,4.7,0.0
2381,4.8,0.0
2382,4.6,0.2
2383,5.3,13.6
2384,6.1,166.5
2385,8.2,575.5
2386,9.5,724.5
2387,10.5,810.1
2388,12.5,887.3
2389,14.4,829.7
2390,14.6,396.6
2391,15.2,399.1
2392,14.9,199.9
2393,14.9,231.0
2394,14.8,160.4
2395,13.6,39.9
2396,12.3,0.9
2397,11.5,0.0
2398,10.8,0.0
2399,10.4,0.0
2400,10.1,0.0
2401,10.1,0.0
2402,10.1,0.0
2403,10.1,0.0
2404,10.1,0.0
2405,10.1,0.0
2406,10.1,0.2
2407,10.1,34.0
2408,10.1,130.6
2409,10.1,196.8
2410,10.1,278.4
2411,10.1,366.9
2412,10.1,410.3
2413,10.1,414.8
2414,10.1,610.4
2415,10.1,395.6
2416,10.1,207.2
2417,10.1,80.3
2418,10.1,71.6
2419,10.1,8.0
2420,10.1,0.3
2421,10.1,0.0
2422,10.1,0.0
2423,10.1,0.0
2424,10.1,0.0
2425,10.1,0.0
2426,10.1,0.0
2427,10.1,0.0
2428,10.1,0.0
2429,10.1,0.0
2430,10.1,1.3
2431,10.1,79.5
2432,10.1,177.5
2433,10.1,395.5
2434,10.1,727.9
2435,10.1,771.4
2436,10.1,921.0
2437,10.1,870.3
2438,10.1,851.0
2439,10.1,752.7
2440,10.1,388.5
2441,10.1,98.0
2442,10.1,42.5
2443,10.1,9.7
2444,10.1,0.0
2445,10.1,0.0
2446,10.1,0.0
2447,10.1,0.0
2448,10.1,0.0
2449,10.1,0.0
2450,10.1,0.0
2451,10.1,0.0
2452,10.1,0.0
2453,10.1,0.0
2454,10.1,0.4
2455,10.1,104.5
2456,10.1,202.4
2457,10.1,439.4
2458,10.1,658.6
2459,10.1,752.7
2460,10.1,698.5
2461,10.1,800.9
2462,10.1,685.4
2463,10.1,735.0
2464,10.1,507.7
2465,10.1,337.1
2466,10.1,170.7
2467,10.1,28.4
2468,10.1,0.6
2469,10.1,0.0
2470,10.1,0.0
2471,10.1,0.0
2472,10.1,0.0
2473,10.1,0.0
2474,10.1,0.0
2475,10.1,0.0
2476,10.1,0.0
2477,10.1,0.0
2478,10.1,1.0
2479,10.1,110.9
2480,10.1,195.8
2481,10.1,536.0
2482,10.1,704.0
2483,10.1,827.3
2484,10.1,885.3
2485,10.1,891.5
2486,10.1,826.4
2487,10.1,724.6
2488,10.1,565.2
2489,10.1,388.7
2490,10.1,185.8
2491,10.1,16.1
2492,10.1,0.4
2493,10.1,0.0
2494,10.1,0.0
2495,10.1,0.0
2496,10.1,0.0
2497,10.1,0.0
2498,10.1,0.0
2499,10.1,0.0
2500,10.1,0.0
2501,10.1,0.0
2502,10.1,1.1
2503,10.1,117.5
2504,10.1,215.2
2505,10.1,538.0
2506,10.1,709.4
2507,10.1,821.3
2508,10.1,774.6
2509,10.1,760.7
2510,10.1,834.6
2511,10.1,727.1
2512,10.1,576.9
2513,10.1,384.0
2514,10.1,139.4
2515,10.1,34.9
2516,10.1,0.1
2517,10.1,0.0
2518,10.1,0.0
2519,10.1,0.0
2520,10.1,0.0
2521,10.1,0.0
2522,10.1,0.0
2523,10.1,0.0
2524,10.1,0.0
2525,10.1,0.0
2526,10.1,0.1
2527,10.1,24.3
2528,10.1,173.3
2529,10.1,438.5
2530,10.1,695.2
2531,10.1,785.2
2532,10.1,831.6
2533,10.1,809.3
2534,10.1,873.9
2535,10.1,727.4
2536,10.1,544.1
2537,10.1,361.5
2538,10.1,148.2
2539,10.1,39.2
2540,10.1,0.3
2541,10.1,0.0
2542,10.1,0.0
2543,10.1,0.0
2544,10.1,0.0
2545,10.1,0.0
2546,10.1,0.0
2547,10.1,0.0
2548,10.1,0.0
2549,10.1,0.0
2550,10.1,1.1
2551,10.1,97.6
2552,10.1,261.1
2553,10.1,511.5
2554,10.1,687.3
2555,10.1,811.1
2556,10.1,872.6
2557,10.1,885.8
2558,10.1,830.3
2559,10.1,720.0
2560,10.1,575.5
2561,10.1,384.5
2562,10.1,204.7
2563,10.1,28.9
2564,10.1,0.6
2565,10.1,0.0
2566,10.1,0.0
2567,10.1,0.0
2568,10.1,0.0
2569,10.1,0.0
2570,10.1,0.0
